Entry_ID,Eye tracking,Imaging structure,Imaging function,Stimuli,Modality,Repetition of encoding trials,Delay
Jarrold_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jarrold_2008_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jarrold_2008_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jarrold_2008_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jarrold_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jarrold_2015_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jobson_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Johnson_2018_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Jordan_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jost_2011_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Jung_2020_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Jung_2020_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kallio_1982_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kallio_1982_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2017_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2017_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2017_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2017_Task_5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2020_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Keresztes_2020_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Kingo_2014_Task_1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Kliegl_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kloos_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kloos_2008_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Knott_2011_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Knott_2011_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kobasigawa_1974_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Koppenol-Gonzalez_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Koski_2013_Task_1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Kreindel_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Krøgaard_2014_Task_1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Krøgaard_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kulkofsky_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Kulkofsky_2008_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Lambert_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lambert_2019_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Langnes_2019_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Langnes_2019_Task_2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lee_1994_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2014_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lee_2014_Task_2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lee_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2016_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2016_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2016_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2016_Task_5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2016_Task_6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lee_2020_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Lee_2020_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Lee_2020_Task_3,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Lee_2020_Task_4,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Leventon_2014_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Lindberg_1980_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lindsay_1991_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lindsay_1991_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lindsay_1991_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lindsay_1991_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lloyd_2009_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lloyd_2009_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lloyd_2009_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lorsbach_2005_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lorsbach_2005_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Loucks_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Loucks_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Loucks_2019_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lucariello_1992_Task_1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Lucariello_1992_Task_2,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Lyons_2010_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mandler_1978_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mandler_1978b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Maril_2010_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Maril_2011_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Maril_2011_Task_2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Maril_2011_Task_3,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Markham_1991_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Martin-Ordas_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mastroguiseppe_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Matlen_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Maylor_2010_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
McCartney_1981_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
McCormack_2000_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
McCormack_2000_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
McGeown_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
McGeown_2014_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mecklenbräuker_2003_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mecklenbräuker_2003_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mecklenbräuker_2003_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mecklenbräuker_2003_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mecklinger_2011_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Melinder_2006_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Metzger_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Metzger_2008_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Meulemans_1998_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Miller_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Minda_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mirandola_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Mirandola_2014_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Morgan_2011_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Murphy_2003_Task_1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Murphy_2003_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Murphy_2003_Task_3,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Murphy_2003_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Naito_2003_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Naito_2003_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Naito_2003_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Naito_2003_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Naito_2003_Task_5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Namy_2002_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Naus_1977_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Newcombe_1995_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Newcombe_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2017_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Ngo_2017_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Ngo_2017_Task_3,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Ngo_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2018_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2019b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2019b_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2019c_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2021_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2021_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2021_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ngo_2021_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Nguyen_2007_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Nguyen_2007_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Nguyen_2007_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Nolden_2021_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Nolden_2021_Task_2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Nolden_2021_Task_3,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Ofen_2007_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Ofen_2012_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Ornstein_1992_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Otgaar_2013_Task_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Otgaar_2013_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Otgaar_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Otgaar_2014_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Otgaar_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Otgaar_2017_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ouwehand_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ouwehand_2019_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Owings_1979_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Paris_1976_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Parkin_1988_Task_1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Parkin_1988_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2011_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2013_Task_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Pathman_2013b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2013b_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2013b_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2013b_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2013b_Task_5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2014_Task_1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pathman_2018_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Paz-Alonso_2008_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Paz-Alonso_2009_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Paz-Alonso_2013_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Paz-Alonso_2013b_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Pentland_2003_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pentland_2003_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Perez_1998_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Perez_1998_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Perlmutter_1981_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Perner_1981_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Perner_1981_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Perner_1995_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Perner_1995_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Perner_1995_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Perruchet_1995_Task_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Perruchet_1995_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Picard_2012_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Picard_2012_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pierce_1996_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Pipe_1994_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pipe_1999_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pipe_1999_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pirogovsky_2009_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pirogovsky_2009_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Pirogovsky_2009_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Powell_1999_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Powell_2002_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Prabhakar_2020_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Prabhakar_2020_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Prete_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Price_1990_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Price_2004_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Price_2006_Task_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Price_2007_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Price_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pudhiyidath_2020_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Pudhiyidath_2020_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Rabi_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Rabi_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Raffington_2018_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Raffington_2018_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Raffington_2019_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Raffington_2019_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Ratner_1984_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Ratner_1984_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Ratner_1984_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ratner_1986_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Reese_2007_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Renner_2000_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Reyna_1994_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ribordy_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Richmond_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Richmond_2015_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Richmond_2015_Task_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Riggins_2009_Task_1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Riggins_2009_Task_2,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Riggins_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Riggins_2014_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Riggins_2015_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Riggins_2015_Task_2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Riggins_2015b_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Riggins_2015b_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Riggins_2016_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Riggins_2016_Task_2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Riggins_2018_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Riggins_2018_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Roberts_1995_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Roberts_1998_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Roberts_2006_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Roberts_2007_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Roberts_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Roberts_2015_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Roberts_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Robey_2016_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Robey_2016_Task_2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Robey_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Robinson_2020_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Robinson_2020_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Rollins_2013_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Rollins_2013_Task_2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Rollins_2018_Task_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rollins_2018b_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Rosen_2018_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Rosen_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Rosen_2019_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ruffman_2001_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ruffman_2001_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Russell_2003_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Russo_1995_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Russo_1995_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Saffran_2002_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Saragosa-Harris_2021_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sastre_2016_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Sastre_2016_Task_2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Sauzéon_2012_Task_1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Sauzéon_2012_Task_2,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Savic_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Savic_2019_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Scales_2021_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Scarf_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schlichting_2016_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Schlichting_2016_Task_2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Schlichting_2016_Task_3,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Schneider_2004_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2004_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2004_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2009_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2009_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2009_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2009b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Schneider_2009b_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Selmeczy_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Selmeczy_2019b_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Shing_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Shing_2008_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Shing_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Shing_2019_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Shufaniya_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Shufaniya_2018_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Simcock_2002_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Simcock_2002_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Simcock_2002_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Slackman_1984_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Slone_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2001_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2004_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2004b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2004b_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2004c_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2004c_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2007_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2007_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Sloutsky_2007_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Sloutsky_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2008_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2008_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2015_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sloutsky_2017_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Sluzenski_2004_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sluzenski_2004_Task_2,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Sluzenski_2006_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sluzenski_2006_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sluzenski_2006_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sluzenski_2006_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Smalle_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Smiley_1979_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Smith_1987_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sodian_1986_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sodian_1986_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Sommer_2021_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Sonne_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sprondel_2011_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Strange_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sugrue_2006_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Tamnes_2014_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Tang_2018_Task_1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Thomas_2001_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Townsend_2010_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Townsend_2010_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Townsend_2010_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Tustin_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Tustin_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Tversky_1985_Task_1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Unger_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Unger_2020_Task_1,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Unger_2020_Task_2,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Unger_2020_Task_3,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Vakil_1998_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vakil_1998_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Valentino_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Valentino_2014_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
van Witteloostujin_2019_Task_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
van Witteloostujin_2019b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
van Witteloostujin_2019b_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
van Witteloostujin_2019b_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Varga_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Varga_2013_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Varga_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Varga_2016_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
